NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,CATHELINE,Marie-Paule,Mme,DXG,Divers extrême gauche,735,"   1,36","   0,64",non,04406,04406,44006
2,ESNAULT,Jordan,M.,ENS,Ensemble ! (Majorité présidentielle),13649,"  25,19","  11,83",Bal.,04406,04406,44006
3,BOUGOT,Teddy,M.,RN,Rassemblement National,9324,"  17,21","   8,08",non,04406,04406,44006
4,LE HÉCHO,François-Xavier,M.,DVC,Divers centre,2108,"   3,89","   1,83",non,04406,04406,44006
5,BUREAU,Sandra,Mme,REC,Reconquête !,1912,"   3,53","   1,66",non,04406,04406,44006
6,LAILLÉ,Catherine,Mme,DVD,Divers droite,1624,"   3,00","   1,41",non,04406,04406,44006
7,GUYOT,Francois,M.,LR,Les Républicains,5179,"   9,56","   4,49",non,04406,04406,44006
8,PETIT,Tony,M.,DSV,Droite souverainiste,808,"   1,49","   0,70",non,04406,04406,44006
9,FLIPPOT,Jacky,M.,REG,Régionaliste,514,"   0,95","   0,45",non,04406,04406,44006
10,LETELLIER,Karine,Mme,ECO,Ecologistes,580,"   1,07","   0,50",non,04406,04406,44006
11,RAUX,Jean-Claude,M.,NUP,Nouvelle union populaire écologique et sociale,17755,"  32,77","  15,39",Bal.,04406,04406,44006
