NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,ALARCON,Stéphanie,Mme,RN,Rassemblement National,4080,"   8,77","   5,05",non,03103,03103,31003
2,CALMELS,Benoît,M.,ECO,Ecologistes,1588,"   3,41","   1,97",non,03103,03103,31003
3,ROBY,Agathe,Mme,NUP,Nouvelle union populaire écologique et sociale,14695,"  31,60","  18,20",Bal.,03103,03103,31003
4,VIGNON,Corinne,Mme,ENS,Ensemble ! (Majorité présidentielle),13614,"  29,27","  16,87",Bal.,03103,03103,31003
5,SAFORCADA,David,M.,DVG,Divers gauche,96,"   0,21","   0,12",non,03103,03103,31003
6,ADRADA,Malena,Mme,DXG,Divers extrême gauche,268,"   0,58","   0,33",non,03103,03103,31003
7,ARRIBAGÉ,Laurence,Mme,LR,Les Républicains,7488,"  16,10","   9,28",non,03103,03103,31003
8,DE GUYENRO,Olivier,M.,DVD,Divers droite,99,"   0,21","   0,12",non,03103,03103,31003
9,SANVISENS,Clément,M.,ECO,Ecologistes,455,"   0,98","   0,56",non,03103,03103,31003
10,DULON,Camille,Mme,REC,Reconquête !,2281,"   4,90","   2,83",non,03103,03103,31003
11,MUR,Patrice,M.,RDG,Parti radical de gauche,1841,"   3,96","   2,28",non,03103,03103,31003
12,LIGNIER,André Michel,M.,DVG,Divers gauche,0,"   0,00","   0,00",non,03103,03103,31003
