NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,LE FLECHER,Lhea,Mme,NUP,Nouvelle union populaire écologique et sociale,10589,"  18,20","   9,48",non,05604,05604,56004
2,MAMAR,Khaled,M.,ECO,Ecologistes,680,"   1,17","   0,61",non,05604,05604,56004
3,DECUYPERE,Isabelle,Mme,DSV,Droite souverainiste,671,"   1,15","   0,60",non,05604,05604,56004
4,MOLAC,Paul,M.,REG,Régionaliste,21900,"  37,65","  19,60",Bal.,05604,05604,56004
5,TONYE,Louise,Mme,ECO,Ecologistes,0,"   0,00","   0,00",non,05604,05604,56004
6,LAIGRE,Béatrice,Mme,REG,Régionaliste,182,"   0,31","   0,16",non,05604,05604,56004
7,MARIN,Béatrice,Mme,ECO,Ecologistes,424,"   0,73","   0,38",non,05604,05604,56004
8,REGNIER,Sophie,Mme,REC,Reconquête !,1767,"   3,04","   1,58",non,05604,05604,56004
9,GUEGAN,Rozenn,Mme,ENS,Ensemble ! (Majorité présidentielle),10624,"  18,26","   9,51",Bal.,05604,05604,56004
10,CLODIC,Jean-Marc,M.,DVG,Divers gauche,339,"   0,58","   0,30",non,05604,05604,56004
11,DE KERSAUSON,Florent,M.,RN,Rassemblement National,9377,"  16,12","   8,39",non,05604,05604,56004
12,CRUNIL,Patrice,M.,DXG,Divers extrême gauche,321,"   0,55","   0,29",non,05604,05604,56004
13,LOURO,Maria,Mme,UDI,Union des Démocrates et des Indépendants,1293,"   2,22","   1,16",non,05604,05604,56004
