NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,AMANI,Zaki,M.,DIV,Divers,291,"   1,67","   0,53",non,09508,09508,95008
2,MÉRIENNE,Véronique,Mme,RN,Rassemblement National,1998,"  11,44","   3,67",non,09508,09508,95008
3,GAUTHERIN,Muriel,Mme,REC,Reconquête !,574,"   3,29","   1,05",non,09508,09508,95008
4,GAJDOS,Rémi,M.,DXG,Divers extrême gauche,158,"   0,90","   0,29",non,09508,09508,95008
5,CAMARA,Haissata,Mme,DVG,Divers gauche,195,"   1,12","   0,36",non,09508,09508,95008
6,BILONGO,Carlos Martens,M.,NUP,Nouvelle union populaire écologique et sociale,6485,"  37,14","  11,90",Bal.,09508,09508,95008
7,RAJA,Shaïstah,Mme,DVG,Divers gauche,545,"   3,12","   1,00",non,09508,09508,95008
8,PRUDHOMME,Marina,Mme,ECO,Ecologistes,178,"   1,02","   0,33",non,09508,09508,95008
9,PUPPONI,François,M.,ENS,Ensemble ! (Majorité présidentielle),4263,"  24,42","   7,82",Bal.,09508,09508,95008
10,ZAOUI,Farouk,M.,DVG,Divers gauche,807,"   4,62","   1,48",non,09508,09508,95008
11,ANGREVIER,Patrick,M.,UDI,Union des Démocrates et des Indépendants,1499,"   8,59","   2,75",non,09508,09508,95008
12,AUGUSTE,Daniel,M.,DVG,Divers gauche,438,"   2,51","   0,80",non,09508,09508,95008
13,TOOR,Efatt,Mme,DVG,Divers gauche,29,"   0,17","   0,05",non,09508,09508,95008
