NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,ASCARINO,Charles,M.,REC,Reconquête !,2148,"   4,65","   2,22",non,06911,06911,69011
2,BROWNING,Isabelle,Mme,DXG,Divers extrême gauche,395,"   0,86","   0,41",non,06911,06911,69011
3,CHIRAT,Christophe,M.,DIV,Divers,404,"   0,87","   0,42",non,06911,06911,69011
4,MARTINON,Alexis,M.,ECO,Ecologistes,413,"   0,89","   0,43",non,06911,06911,69011
5,ALLALI,Mohsen,M.,DVG,Divers gauche,246,"   0,53","   0,25",non,06911,06911,69011
6,VIDAL,Paul,M.,LR,Les Républicains,6993,"  15,14","   7,24",non,06911,06911,69011
7,DULAC,Michel,M.,RN,Rassemblement National,9271,"  20,07","   9,60",non,06911,06911,69011
8,SPENNATO,Sophie,Mme,ECO,Ecologistes,1552,"   3,36","   1,61",non,06911,06911,69011
9,YOUSFI,Abdel,M.,NUP,Nouvelle union populaire écologique et sociale,9979,"  21,60","  10,33",Bal.,06911,06911,69011
10,FUGIT,Jean-Luc,M.,ENS,Ensemble ! (Majorité présidentielle),14112,"  30,55","  14,61",Bal.,06911,06911,69011
11,ROSSOLINI,Aude,Mme,DVD,Divers droite,83,"   0,18","   0,09",non,06911,06911,69011
12,COMMUNAL,Pierre-Henri,M.,DSV,Droite souverainiste,596,"   1,29","   0,62",non,06911,06911,69011
