NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,RAPILLY FERNIOT,Pauline,Mme,NUP,Nouvelle union populaire écologique et sociale,6200,"  17,63","   9,77",non,09209,09209,92009
2,SAUTERAY,Elena,Mme,DXG,Divers extrême gauche,92,"   0,26","   0,15",non,09209,09209,92009
3,ASMANI,Monia,Mme,DIV,Divers,62,"   0,18","   0,10",non,09209,09209,92009
4,GAUDÉ,Nathalie,Mme,RN,Rassemblement National,1507,"   4,28","   2,38",non,09209,09209,92009
5,DESNOS,Julien,M.,DVD,Divers droite,64,"   0,18","   0,10",non,09209,09209,92009
6,VIOLLEAU,Laurent,M.,DVG,Divers gauche,712,"   2,02","   1,12",non,09209,09209,92009
7,CHAUDON,Anne-Laure,Mme,DXG,Divers extrême gauche,120,"   0,34","   0,19",non,09209,09209,92009
8,BESSIÈRES,Guillaume,M.,REC,Reconquête !,2538,"   7,21","   4,00",non,09209,09209,92009
9,CHESNEAU,Léopold,M.,ECO,Ecologistes,554,"   1,57","   0,87",non,09209,09209,92009
10,LOUAP,Pascal,M.,LR,Les Républicains,7672,"  21,81","  12,09",Bal.,09209,09209,92009
11,DE JERPHANION,Antoine,M.,DVD,Divers droite,5349,"  15,21","   8,43",non,09209,09209,92009
12,PELLERIN,Emmanuel,M.,ENS,Ensemble ! (Majorité présidentielle),10307,"  29,30","  16,25",Bal.,09209,09209,92009
