NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,HIGNET,Mathilde,Mme,NUP,Nouvelle union populaire écologique et sociale,15371,"  32,61","  16,04",Bal.,03504,03504,35004
2,DEVRIENDT,Jocelyne,Mme,REG,Régionaliste,461,"   0,98","   0,48",non,03504,03504,35004
3,OLIVIÉRO,Valérie,Mme,DSV,Droite souverainiste,731,"   1,55","   0,76",non,03504,03504,35004
4,LOHYN,Christian,M.,DXG,Divers extrême gauche,156,"   0,33","   0,16",non,03504,03504,35004
5,TETAUD,Sarah,Mme,ECO,Ecologistes,531,"   1,13","   0,55",non,03504,03504,35004
6,ORAIN,Gabriel,M.,RN,Rassemblement National,8245,"  17,49","   8,61",non,03504,03504,35004
7,PATAULT,Anne,Mme,ENS,Ensemble ! (Majorité présidentielle),14035,"  29,78","  14,65",Bal.,03504,03504,35004
8,CHIRAZI,Sandra,Mme,DXG,Divers extrême gauche,483,"   1,02","   0,50",non,03504,03504,35004
9,BLEIVAS,Mireille,Mme,REC,Reconquête !,1265,"   2,68","   1,32",non,03504,03504,35004
10,DESMOULIN,Gil,M.,DVG,Divers gauche,1158,"   2,46","   1,21",non,03504,03504,35004
11,BLATERON,Céline,Mme,REG,Régionaliste,761,"   1,61","   0,79",non,03504,03504,35004
12,HAUTIER,Ludovic,M.,DIV,Divers,220,"   0,47","   0,23",non,03504,03504,35004
13,FRANÇOIS,Jacques,M.,LR,Les Républicains,3715,"   7,88","   3,88",non,03504,03504,35004
