NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,PANCHER,Bertrand,M.,DVD,Divers droite,10826,"  30,19","  14,31",Bal.,05501,05501,55001
2,RAFFNER KIEFER,Sandrine,Mme,ENS,Ensemble ! (Majorité présidentielle),4797,"  13,38","   6,34",non,05501,05501,55001
3,GUCKERT,Olivier,M.,NUP,Nouvelle union populaire écologique et sociale,6272,"  17,49","   8,29",non,05501,05501,55001
4,CAILLE,Bruno,M.,REG,Régionaliste,187,"   0,52","   0,25",non,05501,05501,55001
5,BENSAID,Melika,Mme,REG,Régionaliste,72,"   0,20","   0,10",non,05501,05501,55001
6,MARIAGE,Sylvie,Mme,DSV,Droite souverainiste,439,"   1,22","   0,58",non,05501,05501,55001
7,CHAPON,Arnaud,M.,REC,Reconquête !,1277,"   3,56","   1,69",non,05501,05501,55001
8,GAUDINEAU,Brigitte,Mme,RN,Rassemblement National,10914,"  30,43","  14,43",Bal.,05501,05501,55001
9,THIÉBAUT-LAMY,Nathalie,Mme,ECO,Ecologistes,626,"   1,75","   0,83",non,05501,05501,55001
10,TYMEN,Blaise,M.,DXG,Divers extrême gauche,454,"   1,27","   0,60",non,05501,05501,55001
