NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,SALLINEN,Frédérique,Mme,ECO,Ecologistes,342,"   0,80","   0,47",non,04601,04601,46001
2,DOMENECH,Ghislain,M.,DXG,Divers extrême gauche,189,"   0,44","   0,26",non,04601,04601,46001
3,MAURY,Patrice,M.,DVC,Divers centre,692,"   1,63","   0,95",non,04601,04601,46001
4,BOUGEARD,Elsa,Mme,NUP,Nouvelle union populaire écologique et sociale,9474,"  22,26","  13,00",Bal.,04601,04601,46001
5,GOUSSU,Monique,Mme,REC,Reconquête !,1105,"   2,60","   1,52",non,04601,04601,46001
6,COUTURIER,Cendrine,Mme,RN,Rassemblement National,3844,"   9,03","   5,28",non,04601,04601,46001
7,GERARD,Frédéric,M.,DIV,Divers,335,"   0,79","   0,46",non,04601,04601,46001
8,STUMM,Florent,M.,DVG,Divers gauche,117,"   0,27","   0,16",non,04601,04601,46001
9,BRANCO,Rémi,M.,DVG,Divers gauche,7118,"  16,72","   9,77",non,04601,04601,46001
10,PRADIÉ,Aurélien,M.,LR,Les Républicains,19352,"  45,46","  26,56",Bal.,04601,04601,46001
