NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BENOUADAH,Simone,Mme,REC,Reconquête !,749,"   3,41","   1,38",non,09409,09409,94009
2,NDONGALA,Lufian,M.,DIV,Divers,360,"   1,64","   0,66",non,09409,09409,94009
3,SANTIAGO,Isabelle,Mme,NUP,Nouvelle union populaire écologique et sociale,10612,"  48,27","  19,60",Bal.,09409,09409,94009
4,JAUBERT,Christophe,M.,ECO,Ecologistes,786,"   3,58","   1,45",non,09409,09409,94009
5,RUCHOT,Sandrine,Mme,DXG,Divers extrême gauche,357,"   1,62","   0,66",non,09409,09409,94009
6,MAHMOUDI,Monia,Mme,DIV,Divers,146,"   0,66","   0,27",non,09409,09409,94009
7,BENBETKA,Abdallah,M.,ECO,Ecologistes,719,"   3,27","   1,33",non,09409,09409,94009
8,CUI,Wenqi,Mme,RN,Rassemblement National,2297,"  10,45","   4,24",non,09409,09409,94009
9,GARY,Ethan,M.,DSV,Droite souverainiste,47,"   0,21","   0,09",non,09409,09409,94009
10,BONHOMME-AFFLATET,Michèle,Mme,LR,Les Républicains,927,"   4,22","   1,71",non,09409,09409,94009
11,OLLIVIER,Emmanuel,M.,ECO,Ecologistes,402,"   1,83","   0,74",non,09409,09409,94009
12,DUCANDAS,Véronique,Mme,DXG,Divers extrême gauche,130,"   0,59","   0,24",non,09409,09409,94009
13,ROSENBLUM,Jonathan,M.,ENS,Ensemble ! (Majorité présidentielle),4453,"  20,25","   8,22",Bal.,09409,09409,94009
