NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,DUCAMP,Anne,Mme,DXG,Divers extrême gauche,523,"   1,32","   0,60",non,02701,02701,27001
2,LOIR,Christine,Mme,RN,Rassemblement National,11830,"  29,89","  13,63",Bal.,02701,02701,27001
3,MONNIER,Fabrice,M.,DSV,Droite souverainiste,601,"   1,52","   0,69",non,02701,02701,27001
4,MIGUET,Nicolas,M.,DXD,Divers extrême droite,524,"   1,32","   0,60",non,02701,02701,27001
5,HÉLAYEL,Catherine,Mme,ECO,Ecologistes,650,"   1,64","   0,75",non,02701,02701,27001
6,POIRSON,Valérie,Mme,REC,Reconquête !,1736,"   4,39","   2,00",non,02701,02701,27001
7,MANSOURET,Anne,Mme,DVG,Divers gauche,826,"   2,09","   0,95",non,02701,02701,27001
8,ALLO,Véronique,Mme,ECO,Ecologistes,1479,"   3,74","   1,70",non,02701,02701,27001
9,ALORY,Christophe,M.,LR,Les Républicains,3219,"   8,13","   3,71",non,02701,02701,27001
10,GIPSON,Séverine,Mme,ENS,Ensemble ! (Majorité présidentielle),10583,"  26,74","  12,19",Bal.,02701,02701,27001
11,ANCELIN,Christophe,M.,NUP,Nouvelle union populaire écologique et sociale,7609,"  19,22","   8,77",non,02701,02701,27001
