NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,LAHOGUE,Mathilde,Mme,REG,Régionaliste,1154,"   2,11","   1,17",non,03502,03502,35002
2,MAILLART-MÉHAIGNERIE,Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle),22630,"  41,41","  23,03",Bal.,03502,03502,35002
3,MARION,Victor,M.,ECO,Ecologistes,676,"   1,24","   0,69",non,03502,03502,35002
4,CADIOU,Stéphanie,Mme,RN,Rassemblement National,4598,"   8,41","   4,68",non,03502,03502,35002
5,JAMBU,Marc-Antoine,M.,DSV,Droite souverainiste,718,"   1,31","   0,73",non,03502,03502,35002
6,CHAROTE,Jean-Pierre,M.,REC,Reconquête !,2204,"   4,03","   2,24",non,03502,03502,35002
7,DEFRANCE,Florence,Mme,DXG,Divers extrême gauche,619,"   1,13","   0,63",non,03502,03502,35002
8,EGRON,Maël,M.,REG,Régionaliste,375,"   0,69","   0,38",non,03502,03502,35002
9,LAHAIS,Tristan,M.,NUP,Nouvelle union populaire écologique et sociale,21596,"  39,51","  21,98",Bal.,03502,03502,35002
10,BEN LAHCEN,Sofia,Mme,DIV,Divers,84,"   0,15","   0,09",non,03502,03502,35002
