NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,LAFAY,Marina,Mme,DVG,Divers gauche,277,"   0,60","   0,28",non,06704,06704,67004
2,BENHLAL,Mehdi,M.,DXG,Divers extrême gauche,226,"   0,49","   0,23",non,06704,06704,67004
3,BUFFET,Françoise,Mme,ENS,Ensemble ! (Majorité présidentielle),14554,"  31,38","  14,86",Bal.,06704,06704,67004
4,BECK,Virginie,Mme,REC,Reconquête !,1858,"   4,01","   1,90",non,06704,06704,67004
5,JORON,Virginie,Mme,RN,Rassemblement National,7931,"  17,10","   8,10",non,06704,06704,67004
6,LAHMEUR,Imane,Mme,NUP,Nouvelle union populaire écologique et sociale,7952,"  17,15","   8,12",Bal.,06704,06704,67004
7,BEHR,Clément,M.,ECO,Ecologistes,1607,"   3,47","   1,64",non,06704,06704,67004
8,AMIET,Éric,M.,LR,Les Républicains,6838,"  14,75","   6,98",non,06704,06704,67004
9,CHIROLLET,Jean-Claude,M.,DSV,Droite souverainiste,329,"   0,71","   0,34",non,06704,06704,67004
10,WONNER,Martine,Mme,DIV,Divers,2494,"   5,38","   2,55",non,06704,06704,67004
11,MATZ,Bénédicte,Mme,REG,Régionaliste,1920,"   4,14","   1,96",non,06704,06704,67004
12,NORTH,Alain,M.,DIV,Divers,388,"   0,84","   0,40",non,06704,06704,67004
