NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,ABBOT,Evelyne,Mme,DXG,Divers extrême gauche,293,"   0,82","   0,38",non,08801,08801,88001
2,MONANGE,Anne-Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),5439,"  15,24","   7,09",non,08801,08801,88001
3,NICOLAZZI,Maxime,M.,DXG,Divers extrême gauche,209,"   0,59","   0,27",non,08801,08801,88001
4,MOONS,Emmie,Mme,RN,Rassemblement National,7316,"  20,51","   9,53",Bal.,08801,08801,88001
5,AJDIR,Ihsane,Mme,DIV,Divers,72,"   0,20","   0,09",non,08801,08801,88001
6,FETET,Jules,M.,NUP,Nouvelle union populaire écologique et sociale,6643,"  18,62","   8,65",non,08801,08801,88001
7,AIT AHMED,Mohamed,M.,ECO,Ecologistes,686,"   1,92","   0,89",non,08801,08801,88001
8,VIRY,Stéphane,M.,LR,Les Républicains,13275,"  37,21","  17,29",Bal.,08801,08801,88001
9,DUPARCQ,Eric,M.,DSV,Droite souverainiste,432,"   1,21","   0,56",non,08801,08801,88001
10,ROSSATO,Elisabetta,Mme,DIV,Divers,109,"   0,31","   0,14",non,08801,08801,88001
11,PERRY,Stéphane,M.,REC,Reconquête !,1205,"   3,38","   1,57",non,08801,08801,88001
