NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,DEFORGE,Caroline,Mme,ECO,Ecologistes,1848,"   4,06","   2,00",non,03704,03704,37004
2,CHAMBERS,Francis,M.,DIV,Divers,65,"   0,14","   0,07",non,03704,03704,37004
3,BAUMEL,Laurent,M.,NUP,Nouvelle union populaire écologique et sociale,13461,"  29,55","  14,58",Bal.,03704,03704,37004
4,BELLANGER,Jean-François,M.,RN,Rassemblement National,9044,"  19,85","   9,80",non,03704,03704,37004
5,MASSET,Jacques,M.,ECO,Ecologistes,498,"   1,09","   0,54",non,03704,03704,37004
6,BEN LAHCEN,Nesrine,Mme,DIV,Divers,153,"   0,34","   0,17",non,03704,03704,37004
7,DE LA FERTÉ,Olivier,M.,REC,Reconquête !,1907,"   4,19","   2,07",non,03704,03704,37004
8,GARDEAU,Kévin,M.,DXG,Divers extrême gauche,570,"   1,25","   0,62",non,03704,03704,37004
9,COLBOC,Fabienne,Mme,ENS,Ensemble ! (Majorité présidentielle),13666,"  29,99","  14,81",Bal.,03704,03704,37004
10,LAGRÉE,Sophie,Mme,LR,Les Républicains,4349,"   9,55","   4,71",non,03704,03704,37004
