NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,RIVET-MARTEL,Vincent,M.,ECO,Ecologistes,1178,"   2,90","   1,31",non,03401,03401,34001
2,ALZINGRE,Victor,M.,DSV,Droite souverainiste,475,"   1,17","   0,53",non,03401,03401,34001
3,ROUSSEL,Eva,Mme,REG,Régionaliste,185,"   0,46","   0,21",non,03401,03401,34001
4,MOXIN,Michel,M.,DVD,Divers droite,1044,"   2,57","   1,16",non,03401,03401,34001
5,TROUSSELIER,Sylvie,Mme,DXG,Divers extrême gauche,150,"   0,37","   0,17",non,03401,03401,34001
6,LACHIVER,Morgane,Mme,DXG,Divers extrême gauche,192,"   0,47","   0,21",non,03401,03401,34001
7,CHAVEROCHE,Eric,M.,LR,Les Républicains,1466,"   3,61","   1,63",non,03401,03401,34001
8,DEPRET,Florian,M.,RDG,Parti radical de gauche,3289,"   8,10","   3,65",non,03401,03401,34001
9,COLET,Julien,M.,NUP,Nouvelle union populaire écologique et sociale,10943,"  26,94","  12,15",Bal.,03401,03401,34001
10,LEBOON,Hugo,M.,DIV,Divers,41,"   0,10","   0,05",non,03401,03401,34001
11,MIRALLES,Patricia,Mme,ENS,Ensemble ! (Majorité présidentielle),10087,"  24,83","  11,20",Bal.,03401,03401,34001
12,JAMET,France,Mme,RN,Rassemblement National,8360,"  20,58","   9,28",non,03401,03401,34001
13,COURNET,Jean-Philippe,M.,ECO,Ecologistes,397,"   0,98","   0,44",non,03401,03401,34001
14,MEDINA,Florence,Mme,REC,Reconquête !,2523,"   6,21","   2,80",non,03401,03401,34001
15,BOCCADIFUOCO,Patrice,M.,DVD,Divers droite,292,"   0,72","   0,32",non,03401,03401,34001
