NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,LEGER,Sabine,Mme,REC,Reconquête !,1979,"   3,17","   1,60",non,04410,04410,44010
2,LEMPERNESSE,Florence,Mme,DSV,Droite souverainiste,935,"   1,50","   0,76",non,04410,04410,44010
3,BANNWARTH,Geneviève,Mme,RN,Rassemblement National,7011,"  11,24","   5,67",non,04410,04410,44010
4,BONAMY,Guillaume,M.,DVG,Divers gauche,1404,"   2,25","   1,13",non,04410,04410,44010
5,SAICHE,Malika,Mme,ECO,Ecologistes,647,"   1,04","   0,52",non,04410,04410,44010
6,CAILLETEAU,Bruno,M.,NUP,Nouvelle union populaire écologique et sociale,18699,"  29,99","  15,11",Bal.,04410,04410,44010
7,CHÉNEAU,Philippe,M.,DVD,Divers droite,926,"   1,49","   0,75",non,04410,04410,44010
8,ERRANTE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),19638,"  31,50","  15,87",Bal.,04410,04410,44010
9,DANA,Richard,M.,DIV,Divers,695,"   1,11","   0,56",non,04410,04410,44010
10,LUQUIAU,Charlotte,Mme,LR,Les Républicains,9377,"  15,04","   7,58",non,04410,04410,44010
11,CHÉNEAU,Maxime,M.,REG,Régionaliste,476,"   0,76","   0,38",non,04410,04410,44010
12,GARDAIR,Emmanuèle,Mme,DXG,Divers extrême gauche,563,"   0,90","   0,45",non,04410,04410,44010
