NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,FAGEGALTIER,Thierry,M.,DXG,Divers extrême gauche,756,"   1,29","   0,62",non,03305,03305,33005
2,BASTIEN,Virginie,Mme,ECO,Ecologistes,946,"   1,62","   0,78",non,03305,03305,33005
3,MANEIRO,Olivier,M.,NUP,Nouvelle union populaire écologique et sociale,15134,"  25,92","  12,51",Bal.,03305,03305,33005
4,MAURY,Roxane,Mme,REC,Reconquête !,2257,"   3,86","   1,87",non,03305,03305,33005
5,NOUETTE GAULAIN,Karine,Mme,ENS,Ensemble ! (Majorité présidentielle),14876,"  25,47","  12,30",non,03305,03305,33005
6,CHAINE-RIBEIRO,Viviane,Mme,LR,Les Républicains,2485,"   4,26","   2,05",non,03305,03305,33005
7,GHIBAUDO,Maryse,Mme,DSV,Droite souverainiste,648,"   1,11","   0,54",non,03305,03305,33005
8,SIMIAN,Benoît,M.,DVC,Divers centre,2150,"   3,68","   1,78",non,03305,03305,33005
9,DE FOURNAS,Grégoire,M.,RN,Rassemblement National,16672,"  28,55","  13,78",Bal.,03305,03305,33005
10,SENCE,Stephane,M.,DVD,Divers droite,2472,"   4,23","   2,04",non,03305,03305,33005
11,OPIFEX,Vincent,M.,DIV,Divers,1,"   0,00","   0,00",non,03305,03305,33005
