NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BOLLA,Alain,M.,NUP,Nouvelle union populaire écologique et sociale,10289,"  17,80","   8,07",non,08306,08306,83006
2,GUEYRARD,Louis,M.,DXG,Divers extrême gauche,334,"   0,58","   0,26",non,08306,08306,83006
3,THIERY,Jean-Christophe,M.,DIV,Divers,418,"   0,72","   0,33",non,08306,08306,83006
4,LUCCIONI,Laurence,Mme,ECO,Ecologistes,1365,"   2,36","   1,07",non,08306,08306,83006
5,LOPEZ,Chantal,Mme,DSV,Droite souverainiste,884,"   1,53","   0,69",non,08306,08306,83006
6,ROGIER,Daniel,M.,DVG,Divers gauche,213,"   0,37","   0,17",non,08306,08306,83006
7,GOMEZ-BASSAC,Valérie,Mme,ENS,Ensemble ! (Majorité présidentielle),13988,"  24,20","  10,97",Bal.,08306,08306,83006
8,VIRRIAT,Joël,M.,ECO,Ecologistes,849,"   1,47","   0,67",non,08306,08306,83006
9,CADE,Didier,M.,REG,Régionaliste,958,"   1,66","   0,75",non,08306,08306,83006
10,RIGAUD,Hervé,M.,ECO,Ecologistes,687,"   1,19","   0,54",non,08306,08306,83006
11,GILETTI,Frank,M.,RN,Rassemblement National,19832,"  34,31","  15,55",Bal.,08306,08306,83006
12,CONSTANS,Jean-Michel,M.,LR,Les Républicains,3619,"   6,26","   2,84",non,08306,08306,83006
13,LALESART,Elisabeth,Mme,REC,Reconquête !,4366,"   7,55","   3,42",non,08306,08306,83006
