NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,REYNÈS,Bernard,M.,LR,Les Républicains,7470,"  14,42","   6,83",non,01315,01315,13015
2,TESTUT,Anne,Mme,DXG,Divers extrême gauche,354,"   0,68","   0,32",non,01315,01315,13015
3,VERNAY,Tanguy,M.,DIV,Divers,397,"   0,77","   0,36",non,01315,01315,13015
4,CHARIN,Simone,Mme,DSV,Droite souverainiste,806,"   1,56","   0,74",non,01315,01315,13015
5,JUNG,Michèle,Mme,NUP,Nouvelle union populaire écologique et sociale,9734,"  18,79","   8,91",non,01315,01315,13015
6,ANZALONE,Marie-Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle),11482,"  22,16","  10,51",Bal.,01315,01315,13015
7,OUKKAL,Nadia,Mme,DVC,Divers centre,0,"   0,00","   0,00",non,01315,01315,13015
8,LAPEYRE,Nicolas,M.,ECO,Ecologistes,1915,"   3,70","   1,75",non,01315,01315,13015
9,KLEIN,Sandrine,Mme,ECO,Ecologistes,455,"   0,88","   0,42",non,01315,01315,13015
10,BANDERIER-ZAHIR,Mounia,Mme,DVG,Divers gauche,704,"   1,36","   0,64",non,01315,01315,13015
11,BAUBRY,Romain,M.,RN,Rassemblement National,15296,"  29,52","  14,00",Bal.,01315,01315,13015
12,MARCHAND,Audrey,Mme,REC,Reconquête !,3203,"   6,18","   2,93",non,01315,01315,13015
