NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,VILLECOURT-GIL,Christiane,Mme,REC,Reconquête !,1953,"   4,87","   2,07",non,01313,01313,13013
2,DHARRÉVILLE,Pierre,M.,NUP,Nouvelle union populaire écologique et sociale,14361,"  35,83","  15,22",Bal.,01313,01313,13013
3,BUSSON,Stéphanie,Mme,DSV,Droite souverainiste,685,"   1,71","   0,73",non,01313,01313,13013
4,MAINVILLE,Marie,Mme,ECO,Ecologistes,459,"   1,15","   0,49",non,01313,01313,13013
5,FOUQUART,Emmanuel,M.,RN,Rassemblement National,12430,"  31,01","  13,17",Bal.,01313,01313,13013
6,FRANZI,Olivia,Mme,ECO,Ecologistes,702,"   1,75","   0,74",non,01313,01313,13013
7,CHEVREUX,Joël-Pierre,M.,ECO,Ecologistes,954,"   2,38","   1,01",non,01313,01313,13013
8,LOPEZ,Francis,M.,DIV,Divers,608,"   1,52","   0,64",non,01313,01313,13013
9,ROUBY,Isabelle,Mme,LR,Les Républicains,1205,"   3,01","   1,28",non,01313,01313,13013
10,MÉTRAL,Cyril,M.,DXG,Divers extrême gauche,549,"   1,37","   0,58",non,01313,01313,13013
11,BOISSIN,Thierry,M.,ENS,Ensemble ! (Majorité présidentielle),6180,"  15,42","   6,55",non,01313,01313,13013
