NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,COQUARD,Bertrand,M.,UDI,Union des Démocrates et des Indépendants,6678,"  14,73","   8,00",non,07803,07803,78003
2,DESCHAMPS,Lionel,M.,ECO,Ecologistes,763,"   1,68","   0,91",non,07803,07803,78003
3,ASLAN,Ayse,Mme,DSV,Droite souverainiste,673,"   1,48","   0,81",non,07803,07803,78003
4,PIRON,Béatrice,Mme,ENS,Ensemble ! (Majorité présidentielle),18012,"  39,73","  21,59",Bal.,07803,07803,78003
5,NIEBEL,Caroline,Mme,DVD,Divers droite,168,"   0,37","   0,20",non,07803,07803,78003
6,GUIGARD,Isabelle,Mme,ECO,Ecologistes,2008,"   4,43","   2,41",non,07803,07803,78003
7,CUIGNET,Jean-François,M.,REC,Reconquête !,4698,"  10,36","   5,63",non,07803,07803,78003
8,PINCHAUX,Pierre-Yves,M.,RN,Rassemblement National,4050,"   8,93","   4,85",non,07803,07803,78003
9,AUGUSTIN,Olivier,M.,DXG,Divers extrême gauche,261,"   0,58","   0,31",non,07803,07803,78003
10,BRODY,Louise,Mme,NUP,Nouvelle union populaire écologique et sociale,8029,"  17,71","   9,62",Bal.,07803,07803,78003
