NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BOUFFIES,Mathias,M.,ECO,Ecologistes,469,"   1,21","   0,62",non,04703,04703,47003
2,SOUBIRAN,Pierre,M.,DVC,Divers centre,908,"   2,34","   1,19",non,04703,04703,47003
3,GARY,Geoffroy,M.,REC,Reconquête !,2267,"   5,85","   2,98",non,04703,04703,47003
4,COUSIN,Annick,Mme,RN,Rassemblement National,9664,"  24,96","  12,72",Bal.,04703,04703,47003
5,DAMAISIN,Olivier,M.,ENS,Ensemble ! (Majorité présidentielle),7802,"  20,15","  10,27",non,04703,04703,47003
6,DE BOISSEZON,Therese,Mme,REG,Régionaliste,321,"   0,83","   0,42",non,04703,04703,47003
7,FANCHTEIN,Jean-Jacques,M.,DXD,Divers extrême droite,277,"   0,72","   0,36",non,04703,04703,47003
8,VIALETTES,Jacques,M.,RDG,Parti radical de gauche,866,"   2,24","   1,14",non,04703,04703,47003
9,CZAPLA,Xavier,M.,NUP,Nouvelle union populaire écologique et sociale,8871,"  22,91","  11,67",Bal.,04703,04703,47003
10,MERLY,Alain,M.,DVD,Divers droite,1435,"   3,71","   1,89",non,04703,04703,47003
11,GASC,Bernadette,Mme,DXG,Divers extrême gauche,276,"   0,71","   0,36",non,04703,04703,47003
12,SIDER,Myriam,Mme,DXG,Divers extrême gauche,208,"   0,54","   0,27",non,04703,04703,47003
13,COSTES,Jean-Louis,M.,LR,Les Républicains,5361,"  13,84","   7,05",non,04703,04703,47003
