NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,FAURE,Cécile,Mme,NUP,Nouvelle union populaire écologique et sociale,11040,"  25,47","  13,28",Bal.,06402,06402,64002
2,GAIRIN,Marc,M.,REC,Reconquête !,2887,"   6,66","   3,47",non,06402,06402,64002
3,CESCAU,Patrick,M.,REG,Régionaliste,597,"   1,38","   0,72",non,06402,06402,64002
4,JOINT,Frédérique,Mme,RN,Rassemblement National,7128,"  16,44","   8,58",non,06402,06402,64002
5,MAUHOURAT,Jacques,M.,ECO,Ecologistes,1618,"   3,73","   1,95",non,06402,06402,64002
6,LASSUS-DAVID,Emilie,Mme,DIV,Divers,3377,"   7,79","   4,06",non,06402,06402,64002
7,MATTEI,Jean-Paul,M.,ENS,Ensemble ! (Majorité présidentielle),14826,"  34,20","  17,84",Bal.,06402,06402,64002
8,CIVILETTI,Lucien,M.,DIV,Divers,645,"   1,49","   0,78",non,06402,06402,64002
9,SENMARTIN-LAURENT,Tiphanie,Mme,ECO,Ecologistes,611,"   1,41","   0,74",non,06402,06402,64002
10,MARCONI,Cyrille,M.,DXG,Divers extrême gauche,617,"   1,42","   0,74",non,06402,06402,64002
