NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,GARDEL,Laëtitia,Mme,DSV,Droite souverainiste,638,"   1,81","   0,83",non,07703,07703,77003
2,SEPTIERS,Patrick,M.,DVC,Divers centre,5290,"  15,03","   6,87",non,07703,07703,77003
3,THIÉRIOT,Jean-Louis,M.,LR,Les Républicains,8409,"  23,89","  10,91",Bal.,07703,07703,77003
4,BENKABA,Maïssane,Mme,DIV,Divers,132,"   0,37","   0,17",non,07703,07703,77003
5,GÉRÔME-DELGADO,Elodie,Mme,NUP,Nouvelle union populaire écologique et sociale,8895,"  25,27","  11,55",Bal.,07703,07703,77003
6,THÉOT,Olivier,M.,DVG,Divers gauche,992,"   2,82","   1,29",non,07703,07703,77003
7,LEGUILLON,Camille,Mme,ECO,Ecologistes,606,"   1,72","   0,79",non,07703,07703,77003
8,BACAR,Amina,Mme,DVG,Divers gauche,331,"   0,94","   0,43",non,07703,07703,77003
9,LIORET,Dominique,M.,RN,Rassemblement National,7988,"  22,69","  10,37",non,07703,07703,77003
10,COUPÉ,Valérie,Mme,DXG,Divers extrême gauche,208,"   0,59","   0,27",non,07703,07703,77003
11,MALLET,Xavier,M.,REC,Reconquête !,1432,"   4,07","   1,86",non,07703,07703,77003
12,NOMELLINI,Elisa,Mme,REG,Régionaliste,2,"   0,01","   0,00",non,07703,07703,77003
13,VAN CAUTEREN,Catherine,Mme,DXG,Divers extrême gauche,279,"   0,79","   0,36",non,07703,07703,77003
