NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,DELHEZ,Thibault,M.,DSV,Droite souverainiste,669,"   1,68","   0,73",non,00605,00605,06005
2,VELLA,Cédric,M.,REC,Reconquête !,2843,"   7,15","   3,12",non,00605,00605,06005
3,SOISSON,Nathalie,Mme,ECO,Ecologistes,465,"   1,17","   0,51",non,00605,00605,06005
4,BRENIER-OHANESSIAN,Marine,Mme,ENS,Ensemble ! (Majorité présidentielle),10400,"  26,14","  11,41",Bal.,00605,00605,06005
5,KHALIFA,Frank,M.,RN,Rassemblement National,7560,"  19,00","   8,29",non,00605,00605,06005
6,D'INTORNI,Christelle,Mme,LR,Les Républicains,8943,"  22,48","   9,81",Bal.,00605,00605,06005
7,BENKEMOUN,Agnès,Mme,DXG,Divers extrême gauche,293,"   0,74","   0,32",non,00605,00605,06005
8,BENASSAYA,Philippe,M.,NUP,Nouvelle union populaire écologique et sociale,7052,"  17,73","   7,73",non,00605,00605,06005
9,MAIYÉ,Géraldine,Mme,ECO,Ecologistes,1381,"   3,47","   1,51",non,00605,00605,06005
10,SPACH,J-C. Wahid,M.,DIV,Divers,177,"   0,44","   0,19",non,00605,00605,06005
