NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BEAUDRY,Delphine,Mme,REG,Régionaliste,465,"   1,02","   0,52",non,06502,06502,65002
2,MEUNIER,François,M.,DXG,Divers extrême gauche,438,"   0,96","   0,49",non,06502,06502,65002
3,RIGOLLET,Antoine,M.,ECO,Ecologistes,598,"   1,31","   0,67",non,06502,06502,65002
4,DABAT,Jean-Marc,M.,DIV,Divers,1974,"   4,31","   2,20",non,06502,06502,65002
5,KORN,Grégory,M.,NUP,Nouvelle union populaire écologique et sociale,10504,"  22,95","  11,70",Bal.,06502,06502,65002
6,BARBE,Aline,Mme,DSV,Droite souverainiste,547,"   1,20","   0,61",non,06502,06502,65002
7,MOURNET,Benoit,M.,ENS,Ensemble ! (Majorité présidentielle),10870,"  23,75","  12,11",Bal.,06502,06502,65002
8,CRAMPE,Jérome,M.,RDG,Parti radical de gauche,6555,"  14,32","   7,30",non,06502,06502,65002
9,CASTÉRA,Yves,M.,DVG,Divers gauche,896,"   1,96","   1,00",non,06502,06502,65002
10,DUTREY,Véronique,Mme,LR,Les Républicains,2770,"   6,05","   3,09",non,06502,06502,65002
11,ALVES DA CUNHA,Claude,M.,REC,Reconquête !,1667,"   3,64","   1,86",non,06502,06502,65002
12,DUMANOIR,Serge,M.,RN,Rassemblement National,8483,"  18,54","   9,45",non,06502,06502,65002
