NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,FOURNIER,Vincent,M.,DSV,Droite souverainiste,491,"   1,17","   0,62",non,03307,03307,33007
2,MINGAM,John,M.,DIV,Divers,458,"   1,09","   0,57",non,03307,03307,33007
3,FERRAN,Jean-Renaud,M.,NUP,Nouvelle union populaire écologique et sociale,14513,"  34,51","  18,19",Bal.,03307,03307,33007
4,RAUTUREAU,Benoît,M.,LR,Les Républicains,2864,"   6,81","   3,59",non,03307,03307,33007
5,LEGENDRE,Audrey,Mme,ECO,Ecologistes,1329,"   3,16","   1,67",non,03307,03307,33007
6,BONNET,Dany,M.,REC,Reconquête !,1455,"   3,46","   1,82",non,03307,03307,33007
7,COUILLARD,Bérangère,Mme,ENS,Ensemble ! (Majorité présidentielle),15252,"  36,27","  19,12",Bal.,03307,03307,33007
8,BONNET,Rozenn,Mme,DVG,Divers gauche,4,"   0,01","   0,01",non,03307,03307,33007
9,FRANCHISET,Anne Marie,Mme,ECO,Ecologistes,345,"   0,82","   0,43",non,03307,03307,33007
10,ERB,Francine,Mme,RN,Rassemblement National,4914,"  11,68","   6,16",non,03307,03307,33007
11,ORATTO,Monique,Mme,DXG,Divers extrême gauche,432,"   1,03","   0,54",non,03307,03307,33007
