NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,POUILLART,Morgane,Mme,DXG,Divers extrême gauche,363,"   0,76","   0,39",non,02201,02201,22001
2,LE FOL,Alain,M.,DXG,Divers extrême gauche,504,"   1,06","   0,55",non,02201,02201,22001
3,COSSON,Mickaël,M.,ENS,Ensemble ! (Majorité présidentielle),11817,"  24,81","  12,86",Bal.,02201,02201,22001
4,RAOULT,Loïc,M.,DVG,Divers gauche,4689,"   9,84","   5,10",non,02201,02201,22001
5,SERGENTON,Nathalie,Mme,ECO,Ecologistes,684,"   1,44","   0,74",non,02201,02201,22001
6,LAMY,Yvan,M.,DSV,Droite souverainiste,468,"   0,98","   0,51",non,02201,02201,22001
7,THOMAS,Pierre-Yves,M.,REC,Reconquête !,1215,"   2,55","   1,32",non,02201,02201,22001
8,DARRAS,Fanny,Mme,REG,Régionaliste,786,"   1,65","   0,86",non,02201,02201,22001
9,GORGIARD,Marion,Mme,NUP,Nouvelle union populaire écologique et sociale,13092,"  27,49","  14,24",Bal.,02201,02201,22001
10,BRIEND,Stéphane,M.,DVD,Divers droite,3047,"   6,40","   3,32",non,02201,02201,22001
11,SIMELIERE,Thierry,M.,DVC,Divers centre,3502,"   7,35","   3,81",non,02201,02201,22001
12,BILLAUD,Françoise,Mme,RN,Rassemblement National,5904,"  12,40","   6,42",non,02201,02201,22001
13,MARTIN,Joannic,M.,REG,Régionaliste,363,"   0,76","   0,39",non,02201,02201,22001
14,FALIGOT,Romain,M.,DVD,Divers droite,1197,"   2,51","   1,30",non,02201,02201,22001
