NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,LE ROMAIN,Pierre,M.,DIV,Divers,0,"   0,00","   0,00",non,03404,03404,34004
2,ARGUEL,Alexandre,M.,REC,Reconquête !,3085,"   5,14","   2,59",non,03404,03404,34004
3,LARUE,Florence,Mme,DXG,Divers extrême gauche,308,"   0,51","   0,26",non,03404,03404,34004
4,DUCAMP,Roger,M.,DSV,Droite souverainiste,625,"   1,04","   0,52",non,03404,03404,34004
5,CASSARINI,Stéphane,M.,ECO,Ecologistes,1240,"   2,07","   1,04",non,03404,03404,34004
6,FLEURY,Jean-Noël,M.,DVD,Divers droite,1306,"   2,18","   1,10",non,03404,03404,34004
7,PÉRÉA,Julie,Mme,DVG,Divers gauche,186,"   0,31","   0,16",non,03404,03404,34004
8,GARCIA,Michel,M.,DVD,Divers droite,2181,"   3,63","   1,83",non,03404,03404,34004
9,ELIAOU,Jean-François,M.,ENS,Ensemble ! (Majorité présidentielle),12527,"  20,87","  10,51",non,03404,03404,34004
10,ROME,Sébastien,M.,NUP,Nouvelle union populaire écologique et sociale,16841,"  28,06","  14,13",Bal.,03404,03404,34004
11,PUGENS,Jean-Pierre,M.,RDG,Parti radical de gauche,5139,"   8,56","   4,31",non,03404,03404,34004
12,BASTIDE D'IZARD,Pierre,M.,DVD,Divers droite,578,"   0,96","   0,49",non,03404,03404,34004
13,FRANCIS,Joseph,M.,UDI,Union des Démocrates et des Indépendants,1724,"   2,87","   1,45",non,03404,03404,34004
14,GIAI GIANETTO,Sébastien,M.,ECO,Ecologistes,645,"   1,07","   0,54",non,03404,03404,34004
15,BOUQUIN,Manon,Mme,RN,Rassemblement National,13633,"  22,71","  11,44",Bal.,03404,03404,34004
