NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,POLLET,Lisette,Mme,RN,Rassemblement National,11585,"  26,64","  12,08",Bal.,02602,02602,26002
2,ALZAT-LALY,Arnaud,M.,DSV,Droite souverainiste,698,"   1,60","   0,73",non,02602,02602,26002
3,BATTESTI,Thomas,M.,REC,Reconquête !,2409,"   5,54","   2,51",non,02602,02602,26002
4,DUBOIS,Rémi,M.,ECO,Ecologistes,633,"   1,46","   0,66",non,02602,02602,26002
5,MACLIN,Benoît,M.,ENS,Ensemble ! (Majorité présidentielle),8731,"  20,07","   9,10",non,02602,02602,26002
6,REYNAUD,Gilles,M.,NUP,Nouvelle union populaire écologique et sociale,10398,"  23,91","  10,84",Bal.,02602,02602,26002
7,ARNAVON,Valérie,Mme,LR,Les Républicains,5561,"  12,79","   5,80",non,02602,02602,26002
8,AISSOU,Mohamed,M.,ECO,Ecologistes,949,"   2,18","   0,99",non,02602,02602,26002
9,BOUZIANE,Salim,M.,DVC,Divers centre,1994,"   4,58","   2,08",non,02602,02602,26002
10,RAT,Guy,M.,DXG,Divers extrême gauche,537,"   1,23","   0,56",non,02602,02602,26002
