NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,PAUCHET,David,M.,DSV,Droite souverainiste,667,"   1,82","   0,82",non,00609,00609,06009
2,TABAROT,Michèle,Mme,LR,Les Républicains,10605,"  28,94","  13,02",Bal.,00609,00609,06009
3,NGUYEN,Xuan Truong,M.,REC,Reconquête !,2712,"   7,40","   3,33",non,00609,00609,06009
4,CAMERANO,Jean-Paul,M.,DVC,Divers centre,1812,"   4,94","   2,22",non,00609,00609,06009
5,BOULAY,Nicolas,M.,DIV,Divers,390,"   1,06","   0,48",non,00609,00609,06009
6,CHASSERIAUD,Chantal,Mme,NUP,Nouvelle union populaire écologique et sociale,5395,"  14,72","   6,62",non,00609,00609,06009
7,BARROERO,Evelyne,Mme,ECO,Ecologistes,1351,"   3,69","   1,66",non,00609,00609,06009
8,TUDIESCHE,Mayaa,Mme,ENS,Ensemble ! (Majorité présidentielle),5538,"  15,11","   6,80",non,00609,00609,06009
9,PÉCOUT,Liliane,Mme,DXG,Divers extrême gauche,174,"   0,47","   0,21",non,00609,00609,06009
10,MATUSZEWSKI,Christian,M.,ECO,Ecologistes,487,"   1,33","   0,60",non,00609,00609,06009
11,GALBERT,Franck,M.,RN,Rassemblement National,7518,"  20,51","   9,23",Bal.,00609,00609,06009
