NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,REGNIER,Bastien,M.,DSV,Droite souverainiste,536,"   1,30","   0,60",non,06002,06002,60002
2,CERVANTES,Guillaume,M.,DVG,Divers gauche,305,"   0,74","   0,34",non,06002,06002,60002
3,FOUGERE,Benjamin,M.,REC,Reconquête !,1260,"   3,05","   1,41",non,06002,06002,60002
4,LEPERRE-VERRIER,Odile,Mme,RDG,Parti radical de gauche,755,"   1,83","   0,85",non,06002,06002,60002
5,PREVOT,Annick,Mme,NUP,Nouvelle union populaire écologique et sociale,6536,"  15,81","   7,33",non,06002,06002,60002
6,BALLARD,Philippe,M.,RN,Rassemblement National,14440,"  34,92","  16,20",Bal.,06002,06002,60002
7,HERBANNE,Chanez,Mme,ENS,Ensemble ! (Majorité présidentielle),8900,"  21,53","   9,99",Bal.,06002,06002,60002
8,THILL,Agnès,Mme,UDI,Union des Démocrates et des Indépendants,3545,"   8,57","   3,98",non,06002,06002,60002
9,POTCHTOVIK,Renée,Mme,DXG,Divers extrême gauche,412,"   1,00","   0,46",non,06002,06002,60002
10,ROLS,Didier,M.,ECO,Ecologistes,642,"   1,55","   0,72",non,06002,06002,60002
11,EL AIYATE,Mohamed,M.,ECO,Ecologistes,611,"   1,48","   0,69",non,06002,06002,60002
12,LAGHRARI,Mohrad,M.,DVC,Divers centre,720,"   1,74","   0,81",non,06002,06002,60002
13,CASTANIÉ,Ludovic,M.,DVD,Divers droite,2685,"   6,49","   3,01",non,06002,06002,60002
