NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,MARTINS,Adelia,Mme,DSV,Droite souverainiste,620,"   1,71","   0,74",non,00608,00608,06008
2,DESENS,Jean-Valéry,M.,ENS,Ensemble ! (Majorité présidentielle),7080,"  19,47","   8,40",Bal.,00608,00608,06008
3,DUBOIS,Damien,M.,DXG,Divers extrême gauche,89,"   0,24","   0,11",non,00608,00608,06008
4,FONTANESI,Chantal,Mme,ECO,Ecologistes,272,"   0,75","   0,32",non,00608,00608,06008
5,GROSJEAN,Adrien,M.,REC,Reconquête !,3481,"   9,58","   4,13",non,00608,00608,06008
6,BIBIANO,Marie,Mme,ECO,Ecologistes,658,"   1,81","   0,78",non,00608,00608,06008
7,CLAUDEL,Bernard,M.,DIV,Divers,72,"   0,20","   0,09",non,00608,00608,06008
8,HAMONET,Chantal,Mme,ECO,Ecologistes,504,"   1,39","   0,60",non,00608,00608,06008
9,PEREIRA,Marie-José,Mme,DXG,Divers extrême gauche,163,"   0,45","   0,19",non,00608,00608,06008
10,MARTIN,Alexandra,Mme,LR,Les Républicains,12144,"  33,40","  14,41",Bal.,00608,00608,06008
11,SOUDANT,Lucia,Mme,NUP,Nouvelle union populaire écologique et sociale,4506,"  12,39","   5,35",non,00608,00608,06008
12,LANDERER,Dorette,Mme,RN,Rassemblement National,6766,"  18,61","   8,03",non,00608,00608,06008
