NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,GALLANT,Olivier,M.,DSV,Droite souverainiste,485,"   1,47","   0,70",non,07811,07811,78011
2,PIACENZA,Aurélie,Mme,ENS,Ensemble ! (Majorité présidentielle),8289,"  25,09","  11,95",Bal.,07811,07811,78011
3,MAÏZA,Raouf,M.,DIV,Divers,339,"   1,03","   0,49",non,07811,07811,78011
4,AUBIN,Christophe,M.,ECO,Ecologistes,665,"   2,01","   0,96",non,07811,07811,78011
5,MARTINET,William,M.,NUP,Nouvelle union populaire écologique et sociale,10888,"  32,96","  15,70",Bal.,07811,07811,78011
6,PLANQUE,Patrick,M.,DXG,Divers extrême gauche,322,"   0,97","   0,46",non,07811,07811,78011
7,CHABANET,Sophie,Mme,RN,Rassemblement National,3500,"  10,60","   5,05",non,07811,07811,78011
8,DELEFOSSE,Aymeric,M.,DIV,Divers,333,"   1,01","   0,48",non,07811,07811,78011
9,TRAMONI,Jean-Luc,M.,ECO,Ecologistes,737,"   2,23","   1,06",non,07811,07811,78011
10,BENASSAYA,Philippe,M.,LR,Les Républicains,5913,"  17,90","   8,52",non,07811,07811,78011
11,ARNAUD,Alexandre,M.,REC,Reconquête !,1563,"   4,73","   2,25",non,07811,07811,78011
