NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,PIETRASZEWSKI,Laurent,M.,ENS,Ensemble ! (Majorité présidentielle),10953,"  25,57","  11,60",Bal.,05911,05911,59011
2,CHERPIN,Priscilla,M.,ECO,Ecologistes,1935,"   4,52","   2,05",non,05911,05911,59011
3,PLOUY,Michel,M.,LR,Les Républicains,3765,"   8,79","   3,99",non,05911,05911,59011
4,GOUDENHOOFT,Sophie,Mme,ECO,Ecologistes,984,"   2,30","   1,04",non,05911,05911,59011
5,BAILLEUL,Carole,Mme,DXG,Divers extrême gauche,590,"   1,38","   0,62",non,05911,05911,59011
6,MOULIN,Maxime,M.,RN,Rassemblement National,7355,"  17,17","   7,79",non,05911,05911,59011
7,CASTERMAN,Eddy,M.,REC,Reconquête !,1438,"   3,36","   1,52",non,05911,05911,59011
8,GOLLET MURET,Pascal,M.,DSV,Droite souverainiste,403,"   0,94","   0,43",non,05911,05911,59011
9,FIEY,Sebastien,M.,DVD,Divers droite,236,"   0,55","   0,25",non,05911,05911,59011
10,VICOT,Roger,M.,NUP,Nouvelle union populaire écologique et sociale,15178,"  35,43","  16,08",Bal.,05911,05911,59011
