NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BAZZALI,Rémy,M.,DXG,Divers extrême gauche,353,"   0,74","   0,34",non,01308,01308,13008
2,IMBERT,Sophie,Mme,DIV,Divers,237,"   0,50","   0,23",non,01308,01308,13008
3,AKSIL,Boualam,M.,ECO,Ecologistes,442,"   0,93","   0,43",non,01308,01308,13008
4,FARGE,Jean-Michel,M.,REC,Reconquête !,2638,"   5,57","   2,57",non,01308,01308,13008
5,DELIGNY,Eric,M.,NUP,Nouvelle union populaire écologique et sociale,9197,"  19,41","   8,94",non,01308,01308,13008
6,GAGO-CHIDAINE,Victor,M.,ECO,Ecologistes,350,"   0,74","   0,34",non,01308,01308,13008
7,MEHL,Daniel,M.,ECO,Ecologistes,1254,"   2,65","   1,22",non,01308,01308,13008
8,ZULESI,Jean-Marc,M.,ENS,Ensemble ! (Majorité présidentielle),13166,"  27,78","  12,80",Bal.,01308,01308,13008
9,TONUSSI,Romain,M.,RN,Rassemblement National,12004,"  25,33","  11,67",Bal.,01308,01308,13008
10,YTIER,David,M.,LR,Les Républicains,7074,"  14,93","   6,88",non,01308,01308,13008
11,GALHARAGUE,Edith,Mme,DSV,Droite souverainiste,679,"   1,43","   0,66",non,01308,01308,13008
