NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,DUPONT,Guy,M.,DXG,Divers extrême gauche,331,"   0,88","   0,46",non,03302,03302,33002
2,BELMONDO,Bruna,Mme,DVD,Divers droite,108,"   0,29","   0,15",non,03302,03302,33002
3,LAMBERT,Maxime,M.,ECO,Ecologistes,630,"   1,67","   0,87",non,03302,03302,33002
4,FABRE,Catherine,Mme,ENS,Ensemble ! (Majorité présidentielle),12407,"  32,83","  17,16",Bal.,03302,03302,33002
5,CUNY,Emmanuelle,Mme,LR,Les Républicains,2799,"   7,41","   3,87",non,03302,03302,33002
6,MILLAC,Mikaël,M.,DVD,Divers droite,1,"   0,00","   0,00",non,03302,03302,33002
7,MAGNE,Didier,M.,DIV,Divers,319,"   0,84","   0,44",non,03302,03302,33002
8,LAURENT,Honorine,Mme,ECO,Ecologistes,296,"   0,78","   0,41",non,03302,03302,33002
9,THIERRY,Nicolas,M.,NUP,Nouvelle union populaire écologique et sociale,17054,"  45,12","  23,59",Bal.,03302,03302,33002
10,LE CAMUS,Pierre,M.,RN,Rassemblement National,1970,"   5,21","   2,73",non,03302,03302,33002
11,TOURNAY,Virginie,Mme,REC,Reconquête !,1879,"   4,97","   2,60",non,03302,03302,33002
