NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,TYBURCZY,Apolline,Mme,ECO,Ecologistes,634,"   1,52","   0,80",non,07515,07515,75015
2,HOUPLAIN,Philippe,M.,REC,Reconquête !,1387,"   3,32","   1,75",non,07515,07515,75015
3,SYLVESTRE,Albertine,Mme,DIV,Divers,25,"   0,06","   0,03",non,07515,07515,75015
4,BOULAIRE,Marie-Josée,Mme,RN,Rassemblement National,1597,"   3,82","   2,02",non,07515,07515,75015
5,SIMONNET,Danielle,Mme,NUP,Nouvelle union populaire écologique et sociale,19772,"  47,31","  25,00",Bal.,07515,07515,75015
6,DIDIER,François-Marie,M.,LR,Les Républicains,2517,"   6,02","   3,18",non,07515,07515,75015
7,GASSAMA,Mohamad,M.,ENS,Ensemble ! (Majorité présidentielle),6616,"  15,83","   8,36",non,07515,07515,75015
8,EL AARAJE,Lamia,Mme,DVG,Divers gauche,7469,"  17,87","   9,44",Bal.,07515,07515,75015
9,ZEKA LEMA,Pauline,Mme,DXG,Divers extrême gauche,127,"   0,30","   0,16",non,07515,07515,75015
10,ADOBATI,Sandrine,Mme,DIV,Divers,274,"   0,66","   0,35",non,07515,07515,75015
11,ARAGON,Philippe,M.,DVC,Divers centre,1040,"   2,49","   1,31",non,07515,07515,75015
12,NOBIN,Thierry Jean Pierre,M.,DXG,Divers extrême gauche,72,"   0,17","   0,09",non,07515,07515,75015
13,CHARVILLAT,Arnaud,M.,DXG,Divers extrême gauche,266,"   0,64","   0,34",non,07515,07515,75015
