NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,ROLLAND,Thierry,M.,DVD,Divers droite,1011,"   2,08","   1,08",non,05906,05906,59006
2,PEREIRA,Célia,Mme,NUP,Nouvelle union populaire écologique et sociale,9679,"  19,94","  10,33",Bal.,05906,05906,59006
3,FOUTRY,Luc,M.,LR,Les Républicains,6876,"  14,17","   7,34",non,05906,05906,59006
4,DEMEESTER,André,M.,REC,Reconquête !,1682,"   3,47","   1,80",non,05906,05906,59006
5,FENAIN,Virginie,Mme,RN,Rassemblement National,9614,"  19,81","  10,26",non,05906,05906,59006
6,BARREZ,Frédéric,M.,DXG,Divers extrême gauche,388,"   0,80","   0,41",non,05906,05906,59006
7,LABRE,Vanessa,Mme,ECO,Ecologistes,1260,"   2,60","   1,34",non,05906,05906,59006
8,FABER-ROSSI,Maryse,Mme,RDG,Parti radical de gauche,1269,"   2,61","   1,35",non,05906,05906,59006
9,LELEU,Delphine,Mme,DSV,Droite souverainiste,448,"   0,92","   0,48",non,05906,05906,59006
10,PARMENTIER-LECOCQ,Charlotte,Mme,ENS,Ensemble ! (Majorité présidentielle),16307,"  33,60","  17,40",Bal.,05906,05906,59006
