NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,DESCAMPS,François,M.,DSV,Droite souverainiste,471,"   1,22","   0,50",non,06207,06207,62007
2,MOUSSALLY,Jean-Pierre,M.,NUP,Nouvelle union populaire écologique et sociale,7468,"  19,28","   7,94",non,06207,06207,62007
3,FATOUX,Isabelle,Mme,DXG,Divers extrême gauche,289,"   0,75","   0,31",non,06207,06207,62007
4,NISZCZOTA,Dominique,Mme,ECO,Ecologistes,546,"   1,41","   0,58",non,06207,06207,62007
5,LEPRETRE,Laurence,Mme,DVD,Divers droite,200,"   0,52","   0,21",non,06207,06207,62007
6,DUMONT,Pierre-Henri,M.,LR,Les Républicains,10570,"  27,29","  11,24",Bal.,06207,06207,62007
7,DE FLEURIAN,Marc,M.,RN,Rassemblement National,11313,"  29,21","  12,03",Bal.,06207,06207,62007
8,VASSEUR,Philippe,M.,RDG,Parti radical de gauche,422,"   1,09","   0,45",non,06207,06207,62007
9,WAROCZYK,Henri,M.,ENS,Ensemble ! (Majorité présidentielle),6063,"  15,65","   6,45",non,06207,06207,62007
10,BERTELOOT,Frédéric,M.,REC,Reconquête !,871,"   2,25","   0,93",non,06207,06207,62007
11,MILLOT,Françoise,Mme,DXG,Divers extrême gauche,518,"   1,34","   0,55",non,06207,06207,62007
