NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,COTTIN,Françoise,Mme,DXG,Divers extrême gauche,429,"   1,03","   0,48",non,07704,07704,77004
2,CHABRAND,Cécile,Mme,DSV,Droite souverainiste,733,"   1,77","   0,83",non,07704,07704,77004
3,MERZOUD-AISSAOUI,Djamila,Mme,RDG,Parti radical de gauche,0,"   0,00","   0,00",non,07704,07704,77004
4,PERIGAULT,Isabelle,Mme,LR,Les Républicains,9007,"  21,72","  10,14",Bal.,07704,07704,77004
5,VENANT,Frederic,M.,REC,Reconquête !,1786,"   4,31","   2,01",non,07704,07704,77004
6,ROUSSET,Audrey Roseline,Mme,DVD,Divers droite,84,"   0,20","   0,09",non,07704,07704,77004
7,DELVAUX,Jean-Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),6953,"  16,77","   7,83",non,07704,07704,77004
8,DUROX,Aymeric,M.,RN,Rassemblement National,12742,"  30,73","  14,35",Bal.,07704,07704,77004
9,GAUDEY,Jean-Yves,M.,DXG,Divers extrême gauche,374,"   0,90","   0,42",non,07704,07704,77004
10,GARNIER,Mathieu,M.,NUP,Nouvelle union populaire écologique et sociale,8394,"  20,24","   9,45",non,07704,07704,77004
11,HUOT,Gabrielle,Mme,ECO,Ecologistes,963,"   2,32","   1,08",non,07704,07704,77004
