NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BARBIN,Dominique,M.,DXG,Divers extrême gauche,501,"   1,36","   0,57",non,05406,05406,54006
2,RICHERMOZ,Eric,M.,DSV,Droite souverainiste,568,"   1,54","   0,65",non,05406,05406,54006
3,TOPARSLAN,Ergün,M.,ENS,Ensemble ! (Majorité présidentielle),6705,"  18,19","   7,68",non,05406,05406,54006
4,BOULOGNE,Anthony,M.,RN,Rassemblement National,10501,"  28,48","  12,03",Bal.,05406,05406,54006
5,AMANN,Jeanne,Mme,REC,Reconquête !,1149,"   3,12","   1,32",non,05406,05406,54006
6,GEHBAUER,Xavier,M.,DXG,Divers extrême gauche,348,"   0,94","   0,40",non,05406,05406,54006
7,HEDIN,Olivier,M.,DVC,Divers centre,1736,"   4,71","   1,99",non,05406,05406,54006
8,COUPAYE,Xavier,M.,ECO,Ecologistes,741,"   2,01","   0,85",non,05406,05406,54006
9,FIAT,Caroline,Mme,NUP,Nouvelle union populaire écologique et sociale,11048,"  29,97","  12,66",Bal.,05406,05406,54006
10,RICHIER,Jonathan,M.,LR,Les Républicains,3570,"   9,68","   4,09",non,05406,05406,54006
