NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,VEGA,Thiebauld,M.,RN,Rassemblement National,3990,"  14,65","   5,43",non,09101,09101,91001
2,CAMONIN,Jean,M.,DXG,Divers extrême gauche,436,"   1,60","   0,59",non,09101,09101,91001
3,DANQUIGNY,Christine,Mme,DXG,Divers extrême gauche,220,"   0,81","   0,30",non,09101,09101,91001
4,ZEGHOUF,Medhy,M.,ENS,Ensemble ! (Majorité présidentielle),6139,"  22,54","   8,36",Bal.,09101,09101,91001
5,BERLINGEN,Eric,M.,DVG,Divers gauche,236,"   0,87","   0,32",non,09101,09101,91001
6,DE SCORRAILLE,Antoine,M.,ECO,Ecologistes,411,"   1,51","   0,56",non,09101,09101,91001
7,KETFI,Samira,Mme,LR,Les Républicains,2701,"   9,91","   3,68",non,09101,09101,91001
8,AMRANI,Farida,Mme,NUP,Nouvelle union populaire écologique et sociale,10657,"  39,12","  14,51",Bal.,09101,09101,91001
9,RICOIS,Jean-François,M.,DIV,Divers,184,"   0,68","   0,25",non,09101,09101,91001
10,GARNIT,Rafik,M.,DVG,Divers gauche,948,"   3,48","   1,29",non,09101,09101,91001
11,SAIKALY,Joseph,M.,REC,Reconquête !,1044,"   3,83","   1,42",non,09101,09101,91001
12,BAILLEUL,Géraldine,Mme,DIV,Divers,276,"   1,01","   0,38",non,09101,09101,91001
