NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,ROHAUT,Olivier,M.,DIV,Divers,1178,"   3,37","   1,57",non,04504,04504,45004
2,CLERGUE,Dominique,Mme,DXG,Divers extrême gauche,421,"   1,21","   0,56",non,04504,04504,45004
3,MOREAU,Philippe,M.,DVD,Divers droite,1707,"   4,89","   2,28",non,04504,04504,45004
4,LECHEVALIER,Sylvie,Mme,DSV,Droite souverainiste,427,"   1,22","   0,57",non,04504,04504,45004
5,NOTTIN,Bruno,M.,NUP,Nouvelle union populaire écologique et sociale,6789,"  19,43","   9,07",Bal.,04504,04504,45004
6,MÉNAGÉ,Thomas,M.,RN,Rassemblement National,10986,"  31,45","  14,68",Bal.,04504,04504,45004
7,BLANQUER,Jean-Michel,M.,ENS,Ensemble ! (Majorité présidentielle),6600,"  18,89","   8,82",non,04504,04504,45004
8,LÉVY,Ariel,M.,LR,Les Républicains,5008,"  14,34","   6,69",non,04504,04504,45004
9,CUIGNACHE,Alexandre,M.,REC,Reconquête !,1166,"   3,34","   1,56",non,04504,04504,45004
10,D'ISOARD DE CHENERILLES,Romain,M.,ECO,Ecologistes,652,"   1,87","   0,87",non,04504,04504,45004
