NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,LOPÈS-VENOT,Joëlle,Mme,DXG,Divers extrême gauche,391,"   0,81","   0,40",non,09103,09103,91003
2,KEMOUNE,Mehdi,M.,DVG,Divers gauche,1225,"   2,52","   1,24",non,09103,09103,91003
3,MOUSNIER,Gilbert,M.,RN,Rassemblement National,8612,"  17,74","   8,72",non,09103,09103,91003
4,PERDEREAU,Isabelle,Mme,LR,Les Républicains,5112,"  10,53","   5,18",non,09103,09103,91003
5,IZARD,Alexis,M.,ENS,Ensemble ! (Majorité présidentielle),12447,"  25,65","  12,61",Bal.,09103,09103,91003
6,LEMOIGNE,Gérard,M.,ECO,Ecologistes,809,"   1,67","   0,82",non,09103,09103,91003
7,CHARVILLAT,Jean-Paul,M.,DIV,Divers,1121,"   2,31","   1,14",non,09103,09103,91003
8,CHAA BENAHMED,Shéhérazade,Mme,REC,Reconquête !,1899,"   3,91","   1,92",non,09103,09103,91003
9,MOREIRA,Alice,Mme,DSV,Droite souverainiste,1000,"   2,06","   1,01",non,09103,09103,91003
10,GUSTAVE,Steevy,M.,NUP,Nouvelle union populaire écologique et sociale,13941,"  28,72","  14,12",Bal.,09103,09103,91003
11,BAURE,Paul-Henri,M.,ECO,Ecologistes,1978,"   4,08","   2,00",non,09103,09103,91003
