NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,OTCHAKOVSKY,François,M.,DXG,Divers extrême gauche,271,"   0,60","   0,27",non,01309,01309,13009
2,LACHIQUE,Simon,M.,ECO,Ecologistes,989,"   2,18","   0,98",non,01309,01309,13009
3,MICHEL,Aurélien,M.,DIV,Divers,114,"   0,25","   0,11",non,01309,01309,13009
4,BENARIOUA,Rebia,M.,DVG,Divers gauche,603,"   1,33","   0,60",non,01309,01309,13009
5,LEGUEM,Laurence,Mme,REC,Reconquête !,2828,"   6,24","   2,80",non,01309,01309,13009
6,TROTTMANN,Lucas,M.,NUP,Nouvelle union populaire écologique et sociale,9776,"  21,56","   9,68",Bal.,01309,01309,13009
7,KNEZEVIC,Hélène,Mme,DSV,Droite souverainiste,539,"   1,19","   0,53",non,01309,01309,13009
8,GIBERTI,Roland,M.,LR,Les Républicains,7061,"  15,57","   6,99",non,01309,01309,13009
9,REYNAUD,Jean,M.,REG,Régionaliste,251,"   0,55","   0,25",non,01309,01309,13009
10,MAS-FRAISSINET,Bertrand,M.,ENS,Ensemble ! (Majorité présidentielle),9306,"  20,52","   9,22",non,01309,01309,13009
11,SCHIPANI,Giovanni,M.,DVD,Divers droite,1267,"   2,79","   1,25",non,01309,01309,13009
12,RAYNAUD,Coralie,Mme,DXG,Divers extrême gauche,126,"   0,28","   0,12",non,01309,01309,13009
13,COMBO,Daniel,M.,ECO,Ecologistes,580,"   1,28","   0,57",non,01309,01309,13009
14,BREGEON,Amélie,Mme,DVC,Divers centre,380,"   0,84","   0,38",non,01309,01309,13009
15,MÉLIN,Joëlle,Mme,RN,Rassemblement National,11256,"  24,82","  11,15",Bal.,01309,01309,13009
