NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BATAILLON,Quentin,M.,ENS,Ensemble ! (Majorité présidentielle),6746,"  23,50","  10,44",Bal.,04201,04201,42001
2,FEDINGER,Pascale,Mme,RDG,Parti radical de gauche,265,"   0,92","   0,41",non,04201,04201,42001
3,HARMANCI,Yakup,M.,DIV,Divers,136,"   0,47","   0,21",non,04201,04201,42001
4,COURBON,Pierrick,M.,DVG,Divers gauche,6292,"  21,92","   9,74",non,04201,04201,42001
5,BROSSARD,Romain,M.,DXG,Divers extrême gauche,183,"   0,64","   0,28",non,04201,04201,42001
6,DUSSART,Samia,Mme,REC,Reconquête !,1400,"   4,88","   2,17",non,04201,04201,42001
7,COPIN,Laetitia,Mme,NUP,Nouvelle union populaire écologique et sociale,6487,"  22,60","  10,04",Bal.,04201,04201,42001
8,SIMON,Marie,Mme,RN,Rassemblement National,5203,"  18,13","   8,06",non,04201,04201,42001
9,COLOMBET,Frédérique,Mme,ECO,Ecologistes,375,"   1,31","   0,58",non,04201,04201,42001
10,PERRIN-PATURAL,Anne-Audrey,Mme,DVC,Divers centre,331,"   1,15","   0,51",non,04201,04201,42001
11,OSTYN,Alexia,Mme,UDI,Union des Démocrates et des Indépendants,1288,"   4,49","   1,99",non,04201,04201,42001
