NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,CAILLAUD,Mathieu,M.,NUP,Nouvelle union populaire écologique et sociale,10768,"  22,75","  10,91",non,03311,03311,33011
2,AHMIMOU,Zina,Mme,DXG,Divers extrême gauche,331,"   0,70","   0,34",non,03311,03311,33011
3,GOGUET,Caroline,Mme,ECO,Ecologistes,1318,"   2,78","   1,33",non,03311,03311,33011
4,CHALOPIN,Caroline,Mme,REC,Reconquête !,1127,"   2,38","   1,14",non,03311,03311,33011
5,NOURY,Bastien,M.,RDG,Parti radical de gauche,1096,"   2,32","   1,11",non,03311,03311,33011
6,PUYJALON,Eddie,M.,DVD,Divers droite,632,"   1,34","   0,64",non,03311,03311,33011
7,GRANGÉ,Bruno,M.,DSV,Droite souverainiste,534,"   1,13","   0,54",non,03311,03311,33011
8,BLATTER,Regine,Mme,ECO,Ecologistes,399,"   0,84","   0,40",non,03311,03311,33011
9,DIAZ,Edwige,Mme,RN,Rassemblement National,18662,"  39,42","  18,90",Bal.,03311,03311,33011
10,RENY,Charles,M.,DIV,Divers,301,"   0,64","   0,30",non,03311,03311,33011
11,PICARD,Cecile,Mme,LR,Les Républicains,940,"   1,99","   0,95",non,03311,03311,33011
12,HAMMERER,Véronique,Mme,ENS,Ensemble ! (Majorité présidentielle),11230,"  23,72","  11,37",Bal.,03311,03311,33011
