NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,MONCHAU,Damien,M.,RN,Rassemblement National,5846,"  21,71","   7,71",non,06914,06914,69014
2,KESSI,Mokrane,M.,DVC,Divers centre,448,"   1,66","   0,59",non,06914,06914,69014
3,MINOUX,Olivier,M.,DXG,Divers extrême gauche,484,"   1,80","   0,64",non,06914,06914,69014
4,SALMI,Camila,Mme,ECO,Ecologistes,697,"   2,59","   0,92",non,06914,06914,69014
5,OMEIR,Farid,M.,DIV,Divers,397,"   1,47","   0,52",non,06914,06914,69014
6,AYVALI,Yalcin,M.,DIV,Divers,343,"   1,27","   0,45",non,06914,06914,69014
7,PALLUY,Delphine,Mme,ECO,Ecologistes,320,"   1,19","   0,42",non,06914,06914,69014
8,ATTAL,Bruno,M.,REC,Reconquête !,1449,"   5,38","   1,91",non,06914,06914,69014
9,BOUMERTIT,Idir,M.,NUP,Nouvelle union populaire écologique et sociale,9626,"  35,76","  12,69",Bal.,06914,06914,69014
10,BLEIN,Yves,M.,ENS,Ensemble ! (Majorité présidentielle),6857,"  25,47","   9,04",Bal.,06914,06914,69014
11,EGRON,Martin,M.,DSV,Droite souverainiste,455,"   1,69","   0,60",non,06914,06914,69014
