NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,SEHILI,Mustapha,M.,DIV,Divers,341,"   0,94","   0,48",non,09211,09211,92011
2,CHIARELLI,Xavier,M.,DXG,Divers extrême gauche,237,"   0,65","   0,33",non,09211,09211,92011
3,CHATELAIN,Juliette,Mme,RN,Rassemblement National,2817,"   7,75","   3,98",non,09211,09211,92011
4,PONGE,Philippe,M.,DIV,Divers,209,"   0,57","   0,30",non,09211,09211,92011
5,SAINTOUL,Aurélien,M.,NUP,Nouvelle union populaire écologique et sociale,16359,"  44,98","  23,11",Bal.,09211,09211,92011
6,GEOFFRE,Philippe,M.,DXG,Divers extrême gauche,244,"   0,67","   0,34",non,09211,09211,92011
7,ROSSI,Laurianne,Mme,ENS,Ensemble ! (Majorité présidentielle),13132,"  36,11","  18,55",Bal.,09211,09211,92011
8,LÉVÊQUE,Florence,Mme,REC,Reconquête !,1769,"   4,86","   2,50",non,09211,09211,92011
9,ROLLOT,Franck,M.,DXG,Divers extrême gauche,382,"   1,05","   0,54",non,09211,09211,92011
10,BROUSSAUDIER,Dominique Chantal,Mme,ECO,Ecologistes,880,"   2,42","   1,24",non,09211,09211,92011
