NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,JULLEMIER,Denis,M.,LR,Les Républicains,3487,"  11,45","   4,85",non,07701,07701,77001
2,BRANDY,Jeannine,Mme,REC,Reconquête !,1518,"   4,99","   2,11",non,07701,07701,77001
3,SAUGET,Caroline,Mme,ECO,Ecologistes,525,"   1,72","   0,73",non,07701,07701,77001
4,MAHBOULI,Fadhel,M.,ECO,Ecologistes,435,"   1,43","   0,60",non,07701,07701,77001
5,PUZIN,Morgane,Mme,DSV,Droite souverainiste,462,"   1,52","   0,64",non,07701,07701,77001
6,LUQUET,Aude,Mme,ENS,Ensemble ! (Majorité présidentielle),8292,"  27,24","  11,53",Bal.,07701,07701,77001
7,DELVERT,Patrick,M.,DXG,Divers extrême gauche,180,"   0,59","   0,25",non,07701,07701,77001
8,GUERRIER,Jean-Louis,M.,DXG,Divers extrême gauche,273,"   0,90","   0,38",non,07701,07701,77001
9,SIDHOUM,Samira,Mme,DIV,Divers,226,"   0,74","   0,31",non,07701,07701,77001
10,SAINT-MARTIN,Arnaud,M.,NUP,Nouvelle union populaire écologique et sociale,8427,"  27,68","  11,72",Bal.,07701,07701,77001
11,ZANIFÉ,Dawé,M.,ECO,Ecologistes,827,"   2,72","   1,15",non,07701,07701,77001
12,PARADOL,François,M.,RN,Rassemblement National,5792,"  19,03","   8,05",non,07701,07701,77001
