NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,MARTY,Bruno,M.,DVG,Divers gauche,4494,"   9,72","   5,10",non,03312,03312,33012
2,MERCIER,Bastien,M.,LR,Les Républicains,2101,"   4,54","   2,38",non,03312,03312,33012
3,LAVERGNE,Pascal,M.,ENS,Ensemble ! (Majorité présidentielle),11366,"  24,58","  12,90",Bal.,03312,03312,33012
4,JACQUEMIN,Hager,Mme,RN,Rassemblement National,9375,"  20,28","  10,64",non,03312,03312,33012
5,D'AMECOURT,Yves,M.,DVD,Divers droite,2831,"   6,12","   3,21",non,03312,03312,33012
6,LAVIN,Richard,M.,DXG,Divers extrême gauche,414,"   0,90","   0,47",non,03312,03312,33012
7,MARQUES,François-Xavier,M.,REC,Reconquête !,1908,"   4,13","   2,17",non,03312,03312,33012
8,SILVERIO,Véronique,Mme,ECO,Ecologistes,736,"   1,59","   0,84",non,03312,03312,33012
9,FELD,Mathilde,Mme,NUP,Nouvelle union populaire écologique et sociale,12455,"  26,94","  14,13",Bal.,03312,03312,33012
10,JACQUELIN,Yunyue,Mme,DSV,Droite souverainiste,558,"   1,21","   0,63",non,03312,03312,33012
