NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,GUILLOT,Sophie,Mme,DVC,Divers centre,175,"   0,47","   0,21",non,03006,03006,30006
2,MAURIN,Jean-Claude,M.,DVG,Divers gauche,1109,"   2,97","   1,31",non,03006,03006,30006
3,GARDET,Laurence,Mme,RN,Rassemblement National,9018,"  24,14","  10,67",non,03006,03006,30006
4,CADÈNE,Nicolas,M.,NUP,Nouvelle union populaire écologique et sociale,9582,"  25,65","  11,34",Bal.,03006,03006,30006
5,TERBECHE,Aïcha,Mme,DXG,Divers extrême gauche,258,"   0,69","   0,31",non,03006,03006,30006
6,STIVAL,Nicolas,M.,DSV,Droite souverainiste,493,"   1,32","   0,58",non,03006,03006,30006
7,GUILLEMIN,Stéphane,M.,REC,Reconquête !,2779,"   7,44","   3,29",non,03006,03006,30006
8,GILLI,Stephane,M.,ECO,Ecologistes,657,"   1,76","   0,78",non,03006,03006,30006
9,COURDIL,François,M.,LR,Les Républicains,3439,"   9,21","   4,07",non,03006,03006,30006
10,BENSLIMA,Mounir,M.,ECO,Ecologistes,735,"   1,97","   0,87",non,03006,03006,30006
11,BERTA,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),9107,"  24,38","  10,77",Bal.,03006,03006,30006
