NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BERNARD,Brice,M.,RN,Rassemblement National,6870,"  19,74","   9,00",non,07302,07302,73002
2,CHENU,Jordan,M.,DVD,Divers droite,156,"   0,45","   0,20",non,07302,07302,73002
3,EMPEREUR,Arthur,M.,ENS,Ensemble ! (Majorité présidentielle),5470,"  15,72","   7,17",non,07302,07302,73002
4,MORAND,Cédric,M.,NUP,Nouvelle union populaire écologique et sociale,7635,"  21,94","  10,00",Bal.,07302,07302,73002
5,RAHALIA,Myriam,Mme,DXG,Divers extrême gauche,290,"   0,83","   0,38",non,07302,07302,73002
6,TROUTOT,Philippe,M.,DIV,Divers,644,"   1,85","   0,84",non,07302,07302,73002
7,WURTZ,Anne-Sophie,Mme,REC,Reconquête !,850,"   2,44","   1,11",non,07302,07302,73002
8,BUSSY,Flora,Mme,ECO,Ecologistes,1064,"   3,06","   1,39",non,07302,07302,73002
9,CICERI,Mathieu,M.,DSV,Droite souverainiste,657,"   1,89","   0,86",non,07302,07302,73002
10,CAMUS,Bertrand,M.,ECO,Ecologistes,447,"   1,28","   0,59",non,07302,07302,73002
11,ROLLAND,Vincent,M.,LR,Les Républicains,10720,"  30,80","  14,05",Bal.,07302,07302,73002
