NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,GINEYS,Severine,Mme,ENS,Ensemble ! (Majorité présidentielle),6757,"  17,12","   8,52",non,00701,00701,07001
2,FLACH,Marie Élisabeth,Mme,REC,Reconquête !,1494,"   3,79","   1,88",non,00701,00701,07001
3,LE LOHER,Erick,M.,DSV,Droite souverainiste,604,"   1,53","   0,76",non,00701,00701,07001
4,SAULIGNAC,Hervé,M.,DVG,Divers gauche,15107,"  38,28","  19,05",Bal.,00701,00701,07001
5,TZAPRENKO,Boris,M.,ECO,Ecologistes,631,"   1,60","   0,80",non,00701,00701,07001
6,VANDER DONCKT,Muriel,Mme,DXG,Divers extrême gauche,702,"   1,78","   0,89",non,00701,00701,07001
7,VALLA,Michel,M.,DVD,Divers droite,4081,"  10,34","   5,15",non,00701,00701,07001
8,PORQUET,Céline,Mme,RN,Rassemblement National,9202,"  23,32","  11,60",Bal.,00701,00701,07001
9,CHAMBONNET,Pascal,M.,DXG,Divers extrême gauche,446,"   1,13","   0,56",non,00701,00701,07001
10,MADEIRA,Clara,Mme,REG,Régionaliste,441,"   1,12","   0,56",non,00701,00701,07001
