NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,HABIB,David,M.,DVG,Divers gauche,16345,"  36,61","  19,44",Bal.,06403,06403,64003
2,COSTEDOAT-DIU,Fabienne,Mme,LR,Les Républicains,7342,"  16,45","   8,73",non,06403,06403,64003
3,LE ROUX,Françoise,Mme,DSV,Droite souverainiste,618,"   1,38","   0,74",non,06403,06403,64003
4,CHARLOT,"Christelle, Huguette, Sarah",Mme,ECO,Ecologistes,231,"   0,52","   0,27",non,06403,06403,64003
5,PEYRE,Edith,Mme,ECO,Ecologistes,1181,"   2,65","   1,40",non,06403,06403,64003
6,ALBANEL,Romane,Mme,REC,Reconquête !,1497,"   3,35","   1,78",non,06403,06403,64003
7,BABY,Jean-François,M.,NUP,Nouvelle union populaire écologique et sociale,9211,"  20,63","  10,96",Bal.,06403,06403,64003
8,MISSIER,Antoine,M.,DXG,Divers extrême gauche,234,"   0,52","   0,28",non,06403,06403,64003
9,BORDENAVE,Karine,Mme,REG,Régionaliste,587,"   1,31","   0,70",non,06403,06403,64003
10,DELTEIL,Eric,M.,DXG,Divers extrême gauche,342,"   0,77","   0,41",non,06403,06403,64003
11,PERNET,Eva,Mme,DIV,Divers,207,"   0,46","   0,25",non,06403,06403,64003
12,CRESSON,Nicolas,M.,RN,Rassemblement National,6847,"  15,34","   8,14",non,06403,06403,64003
