NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,MORENAS,Adrien,M.,ENS,Ensemble ! (Majorité présidentielle),7985,"  22,02","  10,12",Bal.,08403,08403,84003
2,ROGIER,Patricia,Mme,ECO,Ecologistes,418,"   1,15","   0,53",non,08403,08403,84003
3,DUENAS,Muriel,Mme,NUP,Nouvelle union populaire écologique et sociale,6947,"  19,16","   8,81",non,08403,08403,84003
4,DE LÉPINAU,Hervé,M.,RN,Rassemblement National,13430,"  37,03","  17,03",Bal.,08403,08403,84003
5,TONNAIRE,Christophe,M.,LR,Les Républicains,2418,"   6,67","   3,07",non,08403,08403,84003
6,GONTARD,Rolland,M.,DIV,Divers,347,"   0,96","   0,44",non,08403,08403,84003
7,ROUGEAU,Sarah,Mme,ECO,Ecologistes,519,"   1,43","   0,66",non,08403,08403,84003
8,CHARBONNEL,Laurent,M.,DSV,Droite souverainiste,415,"   1,14","   0,53",non,08403,08403,84003
9,HELLEU,Bertrand,M.,DXG,Divers extrême gauche,271,"   0,75","   0,34",non,08403,08403,84003
10,BONELLO,Chantal,Mme,DXG,Divers extrême gauche,154,"   0,42","   0,20",non,08403,08403,84003
11,VIVIER,Solène,Mme,REG,Régionaliste,174,"   0,48","   0,22",non,08403,08403,84003
12,MAUNIER,Bernard,M.,ECO,Ecologistes,825,"   2,27","   1,05",non,08403,08403,84003
13,MONTAGARD,Christian,M.,REC,Reconquête !,2364,"   6,52","   3,00",non,08403,08403,84003
