NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,ROBIN,Pierre,M.,ECO,Ecologistes,787,"   1,84","   0,92",non,09401,09401,94001
2,DESCROZAILLE,Frédéric,M.,ENS,Ensemble ! (Majorité présidentielle),12291,"  28,74","  14,44",Bal.,09401,09401,94001
3,BRATULESCU,Mirela,Mme,REC,Reconquête !,2445,"   5,72","   2,87",non,09401,09401,94001
4,GUINTRAND,Thierry,M.,NUP,Nouvelle union populaire écologique et sociale,11908,"  27,84","  13,99",Bal.,09401,09401,94001
5,PATEL,Almash,Mme,DXG,Divers extrême gauche,330,"   0,77","   0,39",non,09401,09401,94001
6,LAUZET,Pierre-Louis,M.,DVG,Divers gauche,1302,"   3,04","   1,53",non,09401,09401,94001
7,BOUATLAOUI,Amina,Mme,ECO,Ecologistes,1598,"   3,74","   1,88",non,09401,09401,94001
8,JOLLY,Laurent,M.,RN,Rassemblement National,3835,"   8,97","   4,50",non,09401,09401,94001
9,LE PARC,Françoise,Mme,DVG,Divers gauche,0,"   0,00","   0,00",non,09401,09401,94001
10,ROESCH,Germain,M.,LR,Les Républicains,8183,"  19,13","   9,61",non,09401,09401,94001
11,TELLE,Géraldine,Mme,DIV,Divers,92,"   0,22","   0,11",non,09401,09401,94001
