NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,ROSCONVAL,Christelle,Mme,REG,Régionaliste,532,"   1,12","   0,57",non,05606,05606,56006
2,KIEFER,Guillaume,M.,LR,Les Républicains,1724,"   3,65","   1,84",non,05606,05606,56006
3,BERNARD,Anne,Mme,REC,Reconquête !,1252,"   2,65","   1,34",non,05606,05606,56006
4,BAUDRY,Jean-Michel,M.,NUP,Nouvelle union populaire écologique et sociale,12335,"  26,08","  13,16",Bal.,05606,05606,56006
5,LAGREE,Kelig,Mme,DXG,Divers extrême gauche,682,"   1,44","   0,73",non,05606,05606,56006
6,HUGUET,Olivier,M.,DVD,Divers droite,0,"   0,00","   0,00",non,05606,05606,56006
7,PARRAT,Matilda,Mme,ECO,Ecologistes,582,"   1,23","   0,62",non,05606,05606,56006
8,NAÏT-KACI,Kahina,Mme,UDI,Union des Démocrates et des Indépendants,759,"   1,60","   0,81",non,05606,05606,56006
9,CHARLERY,Valère,M.,DSV,Droite souverainiste,781,"   1,65","   0,83",non,05606,05606,56006
10,SIRET,Tiphaine,Mme,REG,Régionaliste,1980,"   4,19","   2,11",non,05606,05606,56006
11,JACQUES,Jean-Michel,M.,ENS,Ensemble ! (Majorité présidentielle),16452,"  34,79","  17,55",Bal.,05606,05606,56006
12,LE GOFF,Aurélie,Mme,RN,Rassemblement National,10213,"  21,60","  10,90",non,05606,05606,56006
