NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,MEURIN,Pierre,M.,RN,Rassemblement National,13648,"  30,56","  14,46",Bal.,03004,03004,30004
2,WAGNER,Aurélie,Mme,REC,Reconquête !,2046,"   4,58","   2,17",non,03004,03004,30004
3,SCHUSTER,Nadine,Mme,ECO,Ecologistes,1043,"   2,34","   1,11",non,03004,03004,30004
4,GIRARD,Gaël,M.,DVD,Divers droite,615,"   1,38","   0,65",non,03004,03004,30004
5,BIENKOWSKI,Stéphanie,Mme,ECO,Ecologistes,468,"   1,05","   0,50",non,03004,03004,30004
6,PASSIEU,Dominique Richard,M.,DVC,Divers centre,864,"   1,93","   0,92",non,03004,03004,30004
7,BORD,Arnaud,M.,NUP,Nouvelle union populaire écologique et sociale,11870,"  26,58","  12,58",Bal.,03004,03004,30004
8,BIAIS,Denis,M.,DSV,Droite souverainiste,669,"   1,50","   0,71",non,03004,03004,30004
9,DE FARIA,Jean-Pierre,M.,DVD,Divers droite,1631,"   3,65","   1,73",non,03004,03004,30004
10,RIBOT,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),9637,"  21,58","  10,21",non,03004,03004,30004
11,NAPOLI,Stéphane,M.,DIV,Divers,82,"   0,18","   0,09",non,03004,03004,30004
12,MARTRE,Valérie,Mme,UDI,Union des Démocrates et des Indépendants,1400,"   3,13","   1,48",non,03004,03004,30004
13,GARCIA,Jérôme,M.,DXG,Divers extrême gauche,691,"   1,55","   0,73",non,03004,03004,30004
