NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,ASKAR,Ecaterina,Mme,DSV,Droite souverainiste,530,"   1,29","   0,64",non,09106,09106,91006
2,LONCHAMPT,Wendy,Mme,REC,Reconquête !,1650,"   4,02","   1,98",non,09106,09106,91006
3,LACARRIERE,Chantal,Mme,LR,Les Républicains,2448,"   5,96","   2,94",non,09106,09106,91006
4,SAHARI,Mokrane,M.,DVD,Divers droite,1189,"   2,90","   1,43",non,09106,09106,91006
5,PIOTELAT,Elisabeth,Mme,DVG,Divers gauche,451,"   1,10","   0,54",non,09106,09106,91006
6,HADDAD,Lisa,Mme,RN,Rassemblement National,4361,"  10,62","   5,24",non,09106,09106,91006
7,ROHAULT DE FLEURY,Jules,M.,DVG,Divers gauche,253,"   0,62","   0,30",non,09106,09106,91006
8,CHEN,Franck,M.,DVD,Divers droite,307,"   0,75","   0,37",non,09106,09106,91006
9,DE MONTCHALIN,Amélie,Mme,ENS,Ensemble ! (Majorité présidentielle),12915,"  31,46","  15,52",Bal.,09106,09106,91006
10,BARONET,Pierre,M.,DIV,Divers,127,"   0,31","   0,15",non,09106,09106,91006
11,VAYSSIÈRE,Bastien,M.,DXG,Divers extrême gauche,407,"   0,99","   0,49",non,09106,09106,91006
12,GUEDJ,Jérôme,M.,NUP,Nouvelle union populaire écologique et sociale,15730,"  38,31","  18,90",Bal.,09106,09106,91006
13,BOMMELAER,Esther,Mme,ECO,Ecologistes,689,"   1,68","   0,83",non,09106,09106,91006
