NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,TROCHU,Laurence,Mme,REC,Reconquête !,5730,"  12,47","   6,88",non,07801,07801,78001
2,LEROUX,Jean-Loup,M.,DXG,Divers extrême gauche,291,"   0,63","   0,35",non,07801,07801,78001
3,KAMENI,Iphigénie,Mme,DVD,Divers droite,1213,"   2,64","   1,46",non,07801,07801,78001
4,AUGER,Christophe,M.,DXG,Divers extrême gauche,235,"   0,51","   0,28",non,07801,07801,78001
5,JEGOU,Sylvie,Mme,DSV,Droite souverainiste,622,"   1,35","   0,75",non,07801,07801,78001
6,RODWELL,Charles,M.,ENS,Ensemble ! (Majorité présidentielle),15198,"  33,08","  18,24",Bal.,07801,07801,78001
7,JACQMIN,Anne,Mme,RN,Rassemblement National,3332,"   7,25","   4,00",non,07801,07801,78001
8,RAMAGE,Sébastien,M.,NUP,Nouvelle union populaire écologique et sociale,11253,"  24,49","  13,50",Bal.,07801,07801,78001
9,GRESPIER,Margaux-Charlotte,Mme,ECO,Ecologistes,782,"   1,70","   0,94",non,07801,07801,78001
10,DE LA FAIRE,Olivier,M.,LR,Les Républicains,7292,"  15,87","   8,75",non,07801,07801,78001
