NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,GREFF OSTERMANN,Monique,Mme,DIV,Divers,575,"   2,48","   0,86",non,05706,05706,57006
2,MASSING,Ludovic,M.,DIV,Divers,115,"   0,50","   0,17",non,05706,05706,57006
3,DILIGENT,Eric,M.,REC,Reconquête !,1085,"   4,69","   1,62",non,05706,05706,57006
4,LEGRAND,Lola,Mme,DXG,Divers extrême gauche,285,"   1,23","   0,43",non,05706,05706,57006
5,MOUYNET,Christophe,M.,DIV,Divers,246,"   1,06","   0,37",non,05706,05706,57006
6,OUTOMURO,Jonathan,M.,NUP,Nouvelle union populaire écologique et sociale,4009,"  17,32","   5,99",non,05706,05706,57006
7,PFEFFER,Kévin,M.,RN,Rassemblement National,7077,"  30,58","  10,58",Bal.,05706,05706,57006
8,ASKAL,Abdel,M.,DVG,Divers gauche,527,"   2,28","   0,79",non,05706,05706,57006
9,AREND,Christophe,M.,ENS,Ensemble ! (Majorité présidentielle),5122,"  22,13","   7,66",Bal.,05706,05706,57006
10,THIEL,Anthony,M.,DVG,Divers gauche,691,"   2,99","   1,03",non,05706,05706,57006
11,AÏT,Saliha,Mme,DVG,Divers gauche,79,"   0,34","   0,12",non,05706,05706,57006
12,FRIEDRICH,Marc,M.,LR,Les Républicains,2263,"   9,78","   3,38",non,05706,05706,57006
13,PHILIPPOT,Florian,M.,DSV,Droite souverainiste,1069,"   4,62","   1,60",non,05706,05706,57006
